Color,Style,Pattern Type,Type,Fabric,Material,Composition,Care Instructions,rating,price,category,Polyester,Elastane,Viscose,Spandex,Cotton,Metallized Fibres,Polyamide,Rayon,Silk,Nylon,Cashmere,Linen,Polyurethane
Coffee Brown ,Party ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ","Hand wash,do not dry clean ",4.8,249.0,dresses,95.0,,,5.0,,,,,,,,,
Royal Blue ,Casual ,Plain ,Fitted ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",4.9,39.0,dresses,95.0,5.0,,,,,,,,,,,
Navy Blue ,Elegant ,All Over Print ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,39.0,dresses,100.0,,,,,,,,,,,,
Purple ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,39.66,dresses,100.0,,,,,,,,,,,,
Multicolor ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Fabric ,100% Rayon ,Machine wash or professional dry clean ,4.91,39.0,dresses,,,,,,,,100.0,,,,,
Black ,Sexy ,Plain ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,59.0,dresses,100.0,,,,,,,,,,,,
Rust Brown ,Sexy ,Plain ,Bodycon ,High Stretch ,Fabric ,"93% Polyester, 7% Elastane ","Hand wash,do not dry clean ",4.87,39.0,dresses,93.0,7.0,,,,,,,,,,,
Black ,Sexy ,Plain ,Bodycon ,High Stretch ,Knitted Fabric ,"90% Polyester, 10% Elastane ",Machine wash or professional dry clean ,4.88,39.0,dresses,90.0,10.0,,,,,,,,,,,
Black ,Sexy ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"90% Viscose, 10% Elastane ",Machine wash or professional dry clean ,4.71,29.0,dresses,,10.0,90.0,,,,,,,,,,
Purple ,Casual ,Floral ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.75,59.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Elegant ,Chain Print ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.96,39.0,dresses,95.0,5.0,,,,,,,,,,,
White ,Sexy ,Plain ,Fit and Flare ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,69.0,dresses,100.0,,,,,,,,,,,,
Black ,Casual ,Plain ,Tank ,Medium Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.92,39.0,dresses,95.0,,,5.0,,,,,,,,,
Black ,Casual ,Polka Dot ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,99.0,dresses,100.0,,,,,,,,,,,,
Navy Blue ,Casual ,Striped ,Tee ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.93,29.0,dresses,95.0,5.0,,,,,,,,,,,
Black ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,49.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Casual ,Leopard Print ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,29.0,dresses,100.0,,,,,,,,,,,,
Mint Green ,Cute ,Plain ,Fit and Flare ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,89.0,dresses,100.0,,,,,,,,,,,,
White ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.0,59.0,dresses,95.0,5.0,,,,,,,,,,,
Black ,Sexy ,Plain ,Bodycon ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.92,39.0,dresses,95.0,5.0,,,,,,,,,,,
Pink ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,"97% Polyester, 3% Spandex ",Machine wash or professional dry clean ,0.0,59.0,dresses,97.0,,,3.0,,,,,,,,,
Black ,Sexy ,Plain ,Bodycon ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,39.0,dresses,95.0,5.0,,,,,,,,,,,
Black ,Casual ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"92% Cotton, 8% Elastane ",Machine wash or professional dry clean ,4.95,39.0,dresses,,8.0,,,92.0,,,,,,,,
Black ,Casual ,Plain ,Cami ,Medium Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.75,39.0,dresses,100.0,,,,,,,,,,,,
Army Green ,Casual ,Plain ,A Line ,Medium Stretch ,Fabric ,"67% Polyester, 29% Viscose, 4% Spandex ",Machine wash or professional dry clean ,4.2,49.0,dresses,67.0,,29.0,4.0,,,,,,,,,
Black ,Elegant ,Plaid ,Fitted ,Slight Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.97,39.0,dresses,95.0,5.0,,,,,,,,,,,
Red ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.88,39.0,dresses,95.0,5.0,,,,,,,,,,,
Green ,Boho ,"Floral, All Over Print ",A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,49.0,dresses,100.0,,,,,,,,,,,,
Black ,Party ,Plain ,Fitted ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,109.0,dresses,95.0,5.0,,,,,,,,,,,
Black ,Party ,Plain ,Bodycon ,Slight Stretch ,Metallic ,"60% Polyamide, 20% Elastane, 20% Metallized Fibres ",Machine wash or professional dry clean ,4.92,39.0,dresses,,20.0,,,,20.0,60.0,,,,,,
Black ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",0.0,49.0,dresses,95.0,5.0,,,,,,,,,,,
Light Grey ,Casual ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,39.0,dresses,95.0,5.0,,,,,,,,,,,
Black ,Elegant ,Plain ,Fit and Flare ,Slight Stretch ,Fabric ,"97.9% Polyester, 2.1% Elastane ",Hand wash or professional dry clean ,0.0,139.0,dresses,97.9,2.1,,,,,,,,,,,
Light Grey ,Elegant ,Plain ,Bodycon ,High Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.91,39.0,dresses,100.0,,,,,,,,,,,,
White ,Sexy ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,0.0,69.0,dresses,95.0,5.0,,,,,,,,,,,
Black ,Casual ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.81,39.0,dresses,95.0,5.0,,,,,,,,,,,
Army Green ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"94% Polyester, 6% Elastane ",Machine wash or professional dry clean ,4.93,59.0,dresses,94.0,6.0,,,,,,,,,,,
Burgundy ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,79.0,dresses,100.0,,,,,,,,,,,,
Hot Pink ,Party ,Plain ,Bodycon ,Medium Stretch ,Satin ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,39.0,dresses,95.0,5.0,,,,,,,,,,,
Blue ,Boho ,Floral ,Tunic ,Non-Stretch ,Fabric ,"95% Cotton, 5% Elastane ",Machine wash or professional dry clean ,4.88,79.0,dresses,,5.0,,,95.0,,,,,,,,
Black ,Sexy ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"90% Polyester, 10% Elastane ","Hand wash,do not dry clean ",4.96,39.0,dresses,90.0,10.0,,,,,,,,,,,
Hot Pink ,Elegant ,Graphic ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.89,59.0,dresses,95.0,5.0,,,,,,,,,,,
Mocha Brown ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Cotton ,Machine wash or professional dry clean ,0.0,39.0,dresses,,,,,100.0,,,,,,,,
Beige ,Casual ,Plain ,Bodycon ,High Stretch ,Knitted Fabric ,"62% Polyester, 33.5% Rayon, 4.5% Elastane ","Machine wash, do not dry clean ",5.0,59.0,dresses,62.0,4.5,,,,,,33.5,,,,,
Multicolor ,Elegant ,All Over Print ,Shirt ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,79.0,dresses,100.0,,,,,,,,,,,,
White ,Elegant ,Plain ,A Line ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,5.0,49.0,dresses,95.0,5.0,,,,,,,,,,,
Multicolor ,Boho ,Ditsy Floral ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.96,39.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Boho ,Paisley ,Tunic ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.84,39.0,dresses,100.0,,,,,,,,,,,,
Mocha Brown ,Sexy ,Plain ,Cami ,Non-Stretch ,Metallic ,"83% Polyester, 12% Metallized Fibres, 5% Elastane ","Hand wash,do not dry clean ",4.94,39.0,dresses,83.0,5.0,,,,12.0,,,,,,,
Black ,Elegant ,Plain ,Fit and Flare ,Non-Stretch ,Flannelette ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.9,49.0,dresses,95.0,5.0,,,,,,,,,,,
Multicolor ,Elegant ,"Paisley, Leopard Print ",Tunic ,Non-Stretch ,Fabric ,100% Polyester ,Hand wash or professional dry clean ,4.94,39.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Elegant ,Floral ,Bodycon ,Slight Stretch ,Knitted Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,0.0,39.0,dresses,97.0,3.0,,,,,,,,,,,
White ,Party ,Colorblock ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",4.5,129.0,dresses,95.0,5.0,,,,,,,,,,,
Green ,Elegant ,Plain ,Fitted ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,69.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Boho ,"Floral, Paisley ",A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.84,59.0,dresses,100.0,,,,,,,,,,,,
Silver ,Party ,Plain ,Tank ,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,59.0,dresses,95.0,5.0,,,,,,,,,,,
Dusty Pink ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.96,79.0,dresses,95.0,,,5.0,,,,,,,,,
Green ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,"70% Polyester, 30% Spandex ",Machine wash or professional dry clean ,4.84,79.0,dresses,70.0,,,30.0,,,,,,,,,
Black and White ,Elegant ,Plaid ,A Line ,Slight Stretch ,Tweed ,"90% Polyester, 10% Elastane ",Hand wash or professional dry clean ,4.93,89.0,dresses,90.0,10.0,,,,,,,,,,,
Hot Pink ,Sexy ,Plain ,Cami ,Slight Stretch ,Fabric ,"87% Polyester, 13% Elastane ",Machine wash or professional dry clean ,4.87,29.0,dresses,87.0,13.0,,,,,,,,,,,
Black and White ,Elegant ,Houndstooth ,Bodycon ,Slight Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.95,23.0,dresses,97.0,3.0,,,,,,,,,,,
Black ,Casual ,Plain ,Cami ,Slight Stretch ,Fabric ,"92% Cotton, 8% Elastane ",Machine wash or professional dry clean ,4.98,29.0,dresses,,8.0,,,92.0,,,,,,,,
Beige ,Elegant ,Plain ,Bodycon ,High Stretch ,Fabric ,"67% Polyester, 29% Viscose, 4% Elastane ",Machine wash or professional dry clean ,0.0,39.0,dresses,67.0,4.0,29.0,,,,,,,,,,
White ,Elegant ,Plain ,Tank ,Non-Stretch ,Woven Fabric ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,5.0,59.0,dresses,96.0,4.0,,,,,,,,,,,
Burgundy ,Party ,Plain ,Bodycon ,Non-Stretch ,Sequins ,100% Polyester ,"Hand wash,do not dry clean ",0.0,59.0,dresses,100.0,,,,,,,,,,,,
Black ,Party ,Colorblock ,Bodycon ,Medium Stretch ,Knitted Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,5.0,39.0,dresses,97.0,3.0,,,,,,,,,,,
Burnt Orange ,Elegant ,Plain ,A Line ,Non-Stretch ,Knitted Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.2,49.0,dresses,95.0,,,5.0,,,,,,,,,
Dark Green ,Elegant ,Galaxy ,Cami ,Medium Stretch ,Flannelette ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",4.8,59.0,dresses,95.0,5.0,,,,,,,,,,,
Navy Blue ,Party ,Plain ,Bodycon ,Slight Stretch ,Sequins ,100% Polyester ,"Hand wash,do not dry clean ",0.0,99.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Casual ,Floral ,Cami ,Slight Stretch ,Knitted Fabric ,"91% Polyester, 9% Elastane ",Machine wash or professional dry clean ,4.54,29.0,dresses,91.0,9.0,,,,,,,,,,,
Beige ,Casual ,Plain ,Tank ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.57,59.0,dresses,100.0,,,,,,,,,,,,
Black ,Casual ,Graphic ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.97,59.0,dresses,100.0,,,,,,,,,,,,
Light Grey ,Casual ,Plain ,Tee ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,4.77,39.0,dresses,95.0,5.0,,,,,,,,,,,
Black ,Party ,Plain ,Cami ,Slight Stretch ,Satin ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,4.71,49.0,dresses,96.0,4.0,,,,,,,,,,,
Hot Pink ,Boho ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.92,49.0,dresses,100.0,,,,,,,,,,,,
Baby Pink ,Elegant ,Plain ,Fitted ,High Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.87,29.0,dresses,95.0,5.0,,,,,,,,,,,
Silver ,Party ,Plain ,Bodycon ,High Stretch ,Fabric ,"52% Polyamide, 43% Metallized Fibres, 5% Elastane ",Hand wash or professional dry clean ,5.0,49.0,dresses,,5.0,,,,43.0,52.0,,,,,,
Black ,Party ,Plain ,Cami ,Non-Stretch ,Satin ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,4.97,29.0,dresses,96.0,4.0,,,,,,,,,,,
Lilac Purple ,Casual ,Plain ,Tank ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.93,29.0,dresses,95.0,5.0,,,,,,,,,,,
Multicolor ,Boho ,"Floral, Colorblock ",A Line ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0.0,69.0,dresses,95.0,5.0,,,,,,,,,,,
Hot Pink ,Casual ,Plain ,Cami ,Non-Stretch ,Woven Fabric ,100% Cotton ,"Hand wash,do not dry clean ",5.0,59.0,dresses,,,,,100.0,,,,,,,,
Multicolor ,Boho ,Ditsy Floral ,Cami ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.94,99.0,dresses,100.0,,,,,,,,,,,,
Pink ,Sexy ,Floral ,Cami ,Slight Stretch ,Knitted Fabric ,"95% Polyamide, 5% Elastane ",Machine wash or professional dry clean ,5.0,39.0,dresses,,5.0,,,,,95.0,,,,,,
Black ,Party ,Plain ,A Line ,Slight Stretch ,Sequins ,"93% Polyester, 7% Elastane ","Hand wash,do not dry clean ",0.0,69.0,dresses,93.0,7.0,,,,,,,,,,,
Dark Green ,Casual ,Plain ,Tunic ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,69.0,dresses,100.0,,,,,,,,,,,,
Black ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,59.0,dresses,100.0,,,,,,,,,,,,
White ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,89.0,dresses,100.0,,,,,,,,,,,,
Apricot ,Casual ,Plain ,A Line ,Medium Stretch ,Fabric ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,0.0,49.0,dresses,96.0,4.0,,,,,,,,,,,
Multicolor ,Boho ,Floral ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,59.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Boho ,Floral ,Smock ,Non-Stretch ,Fabric ,100% Viscose ,"Machine wash, do not dry clean,wash with the soft detergent ",0.0,69.0,dresses,,,100.0,,,,,,,,,,
Black ,Elegant ,Plain ,Smock ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,29.0,dresses,100.0,,,,,,,,,,,,
Pink ,Cute ,Plain ,A Line ,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.88,49.0,dresses,95.0,,,5.0,,,,,,,,,
Army Green ,Boho ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Rayon ,Machine wash or professional dry clean ,4.77,59.0,dresses,,,,,,,,100.0,,,,,
Rust Brown ,Elegant ,Colorblock ,Bodycon ,Slight Stretch ,Fabric ,"95.5% Viscose, 4.5% Elastane ",Machine wash or professional dry clean ,5.0,29.0,dresses,,4.5,95.5,,,,,,,,,,
Blue ,Boho ,"Floral, All Over Print ",A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,79.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Boho ,Random Print ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Hand wash or professional dry clean ,0.0,129.0,dresses,100.0,,,,,,,,,,,,
Khaki ,Casual ,Plain ,Tunic ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,24.14,dresses,100.0,,,,,,,,,,,,
Dark Green ,Party ,Plain ,Bodycon ,Non-Stretch ,Sequins ,100% Polyester ,"Hand wash,do not dry clean ",0.0,49.0,dresses,100.0,,,,,,,,,,,,
White ,Elegant ,Striped ,Bodycon ,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,5.0,59.0,dresses,95.0,,,5.0,,,,,,,,,
Army Green ,Casual ,All Over Print ,A Line ,Slight Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",4.78,69.0,dresses,95.0,5.0,,,,,,,,,,,
Burgundy ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.8,79.0,dresses,100.0,,,,,,,,,,,,
Mint Green ,Party ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",5.0,99.0,dresses,95.0,5.0,,,,,,,,,,,
Dark Green ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Flannelette ,100% Polyester ,Machine wash or professional dry clean ,4.86,55.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Boho ,"Floral, All Over Print ",A Line ,Non-Stretch ,Fabric ,100% Viscose ,"Machine wash, do not dry clean ",4.72,69.0,dresses,,,100.0,,,,,,,,,,
Blue ,Party ,Plain ,A Line ,Slight Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",4.9,79.0,dresses,100.0,,,,,,,,,,,,
Brown ,Party ,Plain ,Cami ,Slight Stretch ,Satin ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.94,79.0,dresses,95.0,5.0,,,,,,,,,,,
Black ,Elegant ,Plain ,Bodycon ,High Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",5.0,29.0,dresses,95.0,5.0,,,,,,,,,,,
Black ,Sexy ,Plain ,Bodycon ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,4.91,29.0,dresses,95.0,5.0,,,,,,,,,,,
White ,Boho ,Striped ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,79.0,dresses,100.0,,,,,,,,,,,,
Black ,Elegant ,Plain ,Fitted ,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",5.0,69.0,dresses,95.0,5.0,,,,,,,,,,,
White ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0.0,79.0,dresses,100.0,,,,,,,,,,,,
Apricot ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Rib knit ,"75% Polyester, 20% Viscose, 5% Elastane ",Machine wash or professional dry clean ,0.0,49.0,dresses,75.0,5.0,20.0,,,,,,,,,,
Black ,Elegant ,Plain ,Tunic ,Non-Stretch ,Fabric ,100% Polyester ,Hand wash or professional dry clean ,0.0,39.0,dresses,100.0,,,,,,,,,,,,
Navy Blue ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,59.0,dresses,100.0,,,,,,,,,,,,
White ,Party ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,0.0,89.0,dresses,97.0,3.0,,,,,,,,,,,
Black ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Fabric ,"98% Polyester, 2% Elastane ",Machine wash or professional dry clean ,0.0,49.0,dresses,98.0,2.0,,,,,,,,,,,
Burgundy ,Elegant ,Plain ,A Line ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,69.0,dresses,95.0,5.0,,,,,,,,,,,
Dusty Pink ,Casual ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.82,79.0,dresses,95.0,5.0,,,,,,,,,,,
Navy Blue ,Elegant ,Plain ,A Line ,Medium Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",5.0,169.0,dresses,100.0,,,,,,,,,,,,
Navy Blue ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.0,59.0,dresses,95.0,5.0,,,,,,,,,,,
Black ,Boho ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,79.0,dresses,100.0,,,,,,,,,,,,
Orange ,Boho ,Floral ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.8,109.0,dresses,100.0,,,,,,,,,,,,
Black ,Sexy ,Plain ,Bodycon ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.99,39.0,dresses,95.0,5.0,,,,,,,,,,,
Black and White ,Party ,Houndstooth ,Bodycon ,Slight Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.94,79.0,dresses,97.0,3.0,,,,,,,,,,,
Black ,Sexy ,Plain ,Fitted ,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0.0,29.0,dresses,95.0,5.0,,,,,,,,,,,
Black and White ,Elegant ,Plaid ,Bodycon ,Slight Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.96,29.0,dresses,97.0,3.0,,,,,,,,,,,
Apricot ,Boho ,"Floral, All Over Print ",A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,59.0,dresses,100.0,,,,,,,,,,,,
White ,Casual ,Plain ,A Line ,Non-Stretch ,Chiffon ,100% Polyester ,"Hand wash,do not dry clean ",0.0,69.0,dresses,100.0,,,,,,,,,,,,
White ,Elegant ,Plain ,Bodycon ,High Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,0.0,49.0,dresses,95.0,5.0,,,,,,,,,,,
Pink ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,79.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Boho ,Random Print ,A Line ,Slight Stretch ,Fabric ,"92% Polyester, 8% Elastane ",Hand wash or professional dry clean ,5.0,139.0,dresses,92.0,8.0,,,,,,,,,,,
Dark Grey ,Elegant ,Plain ,Bodycon ,High Stretch ,Rib knit ,"67% Polyester, 29% Rayon, 4% Elastane ",Machine wash or professional dry clean ,5.0,49.0,dresses,67.0,4.0,,,,,,29.0,,,,,
Green ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.8,89.0,dresses,100.0,,,,,,,,,,,,
Black ,Elegant ,All Over Print ,Fitted ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,59.0,dresses,100.0,,,,,,,,,,,,
Navy Blue ,Casual ,Plain ,A Line ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.0,49.0,dresses,100.0,,,,,,,,,,,,
Multicolor ,Casual ,Plaid ,Tank ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.2,39.0,dresses,100.0,,,,,,,,,,,,
Mauve Purple ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Flannelette ,"97% Polyester, 3% Elastane ","Machine wash, do not dry clean ",4.97,49.0,dresses,97.0,3.0,,,,,,,,,,,
Apricot ,Party ,Plain ,Bodycon ,Slight Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",5.0,239.0,dresses,100.0,,,,,,,,,,,,
Black and White ,Elegant ,Polka Dot ,Tunic ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.79,39.0,dresses,100.0,,,,,,,,,,,,
